id;tag_id;printed_nr;user_nr
1;2554486816;1;1
2;4030881824;2;2
3;2353094688;3;3
4;1010917408;4;4
5;1346396192;5;5
6;71524384;6;6
7;2890031136;7;7
8;1547853856;8;8
9;1078026272;9;9
10;4097990688;10;10
11;2621595680;11;11
12;2151768096;12;12
13;809590816;13;13
14;3762315296;14;14
15;138633248;15;15
16;2957140000;16;16
17;1614962720;17;17
18;1145135136;18;18
19;4097859616;19;19
20;1950507040;20;20
21;1480679456;21;21
22;792940576;22;22
23;1615028256;23;23
24;205742112;24;24
25;256069664;25;25
26;1598246944;26;26
27;809721888;27;27
28;3561119776;28;28
29;2218942496;29;29
30;323178528;30;30
31;1665355808;31;31
32;742613024;32;32
33;3494010912;33;33
34;390287392;34;34
35;1732464672;35;35
36;3426902048;36;36
37;675504160;37;37
38;457396256;38;38
39;1799573536;39;39
40;608395296;40;40
41;2084724768;41;41
42;1614897184;42;42
43;1749180448;43;43
44;1279352864;44;44
45;3091357728;45;45
46;3695337504;46;46
47;2353160224;47;47
48;3091226656;48;48
49;1883332640;49;49
50;541155360;50;50
51;4165099552;51;51
52;2688704544;52;52
53;2218876960;53;53
54;3829555232;54;54
55;2420269088;55;55
56;1950441504;56;56
57;608264224;57;57
58;4232208416;58;58
59;2755813408;59;59
60;2285985824;60;60
61;943808544;61;61
62;3963772960;62;62
63;2487377952;63;63
64;675373088;64;64
65;2017550368;65;65
66;4415520;66;66
67;2822922272;67;67
68;3225575456;68;68
69;2621464608;69;69
70;742416416;70;70
71;4164902944;71;71
72;2806075424;72;72
73;3628097568;73;73
74;2151702560;74;74
75;1145069600;75;75
76;1732333600;76;76
77;3074510880;77;77
78;742481952;78;78
79;2084659232;79;79
80;1011048480;80;80
81;1464029216;81;81
82;943939616;82;82
83;860049440;83;83
84;1547919392;84;84
85;927158304;85;85
86;1480810528;86;86
87;994267168;87;87
88;1413701664;88;88
89;1061376032;89;89
90;1346592800;90;90
91;1128484896;91;91
92;1279483936;92;92
93;524505120;93;93
94;1883463712;94;94
95;541286432;95;95
96;3292684320;96;96
97;1816354848;97;97
98;591613984;98;98
99;474177568;99;99
100;658722848;100;100
101;1749245984;101;101
102;407068704;102;102
103;4218912;103;103
104;4232077344;104;104
105;2822791200;105;105
106;4164968480;106;106
107;121786400;107;107
108;2889900064;108;108
109;1413505056;109;109
110;2470531104;110;110
111;71327776;111;111
112;2420138016;112;112
113;1883267104;113;113
114;943743008;114;114
115;1531007008;115;115
116;2604748832;116;116
117;2537639968;117;117
118;3493879840;118;118
119;2017484832;119;119
120;1010851872;120;120
121;1866551328;121;121
122;3208728608;122;122
123;3560988704;123;123
124;2084593696;124;124
125;1077960736;125;125
126;1799442464;126;126
127;3141619744;127;127
128;3829424160;128;128
129;2755682336;129;129
130;675307552;130;130
131;4232011808;131;131
132;2873184288;132;132
133;3896533024;133;133
134;3158466592;134;134
135;1816289312;135;135
136;1346461728;136;136
137;3024248864;137;137
138;1682071584;138;138
139;1212244000;139;139
140;3426770976;140;140
141;1816223776;141;141
142;474046496;142;142
143;1749114912;143;143
144;406937632;144;144
145;3359662112;145;145
146;2151833632;146;146
147;339828768;147;147
148;1682006048;148;148
149;1547788320;149;149
150;2017615904;150;150
151;3359793184;151;151
152;876699680;152;152
153;2722119712;153;153
154;3158335520;154;154
155;1681940512;155;155
156;2252423200;156;156
157;339763232;157;157
158;2202095648;158;158
159;272719904;159;159
160;1749049376;160;160
161;3225444384;161;161
162;406872096;162;162
163;2134986784;163;163
164;1950375968;164;164
165;608198688;165;165
166;4148318240;166;166
167;1128419360;167;167
168;4215427104;168;168
169;1262637088;169;169
170;3342946336;170;170
171;3946991648;171;171
172;1195528224;172;172
173;927092768;173;173
174;994201632;174;174
175;1061310496;175;175
176;658657312;176;176
177;792875040;177;177
178;725766176;178;178
179;4081209376;179;179
180;1933660192;180;180
181;2286051360;181;181
182;3628228640;182;182
183;876830752;183;183
184;1531138080;184;184
185;188960800;185;185
186;725831712;186;186
187;339959840;187;187
188;1682137120;188;188
189;1262702624;189;189
190;1145266208;190;190
191;1195593760;191;191
192;1212375072;192;192
193;1329811488;193;193
194;1078157344;194;194
195;1396920352;195;195
196;1883398176;196;196
197;1413570592;197;197
198;2990620704;198;198
199;2202161184;199;199
200;2940358688;200;200
201;541220896;201;201
202;4097925152;202;202
203;4030685216;203;203
204;2822725664;204;204
205;2654945312;205;205
206;3745599520;206;206
207;1648443424;207;207
208;3326033952;208;208
209;1447051296;209;209
210;1514160160;210;210
211;4198514720;211;211
212;4265623584;212;212
213;474112032;213;213
214;4165034016;214;214
215;4097794080;215;215
216;3426705440;216;216
217;2990489632;217;217
218;1312899104;218;218
219;2655076384;219;219
220;2537705504;220;220
221;2873249824;221;221
222;3410055200;222;222
223;977289248;223;223
224;1983922208;224;224
225;3728752672;225;225
226;440483872;226;226
227;3946926112;227;227
228;3527360544;228;228
229;1782661152;229;229
230;3124838432;230;230
231;2067943456;231;231
232;3896467488;232;232
233;3258925088;233;233
234;3074576416;234;234
235;675438624;235;235
236;3963707424;236;236
237;2956943392;237;237
238;2520727584;238;238
239;2420203552;239;239
240;4282535968;240;240
241;121851936;241;241
242;910245920;242;242
243;4014100512;243;243
244;859983904;244;244
245;54743072;245;245
246;2403487776;246;246
247;339894304;247;247
248;3460251680;248;248
249;1044398112;249;249
250;2051031072;250;250
251;507592736;251;251
252;3795861536;252;252
253;1715552288;253;253
254;3879817248;254;254
255;2135052320;255;255
256;3057729568;256;256
257;3007467552;257;257
258;608329760;258;258
259;205676576;259;259
260;3208794144;260;260
261;2671923232;261;261
262;3141685280;262;262
263;742547488;263;263
264;2604814368;264;264
265;1933725728;265;265
266;3259056160;266;266
267;1849770016;267;267
268;4014034976;268;268
269;272785440;269;269
270;3611381792;270;270
271;1514225696;271;271
272;3191947296;272;272
273;4349984;273;273
274;3560923168;274;274
275;2923511840;275;275
276;4030816288;276;276
277;2889834528;277;277
278;3963576352;278;278
279;2587836448;279;279
280;3594600480;280;280
281;3493814304;281;281
282;1598181408;282;282
283;3359596576;283;283
284;1379942432;284;284
285;1396789280;285;285
286;2738966560;286;286
287;2403422240;287;287
288;272654368;288;288
289;1614831648;289;289
290;2957008928;290;290
291;1480613920;291;291
292;205611040;292;292
293;2067877920;293;293
294;473980960;294;294
295;1816158240;295;295
296;541089824;296;296
297;2000769056;297;297
298;3292553248;298;298
299;2269204512;299;299
300;4131405856;300;300
301;37830688;301;301
302;3477164064;302;302
303;1380007968;303;303
304;2722185248;304;304
305;2470596640;305;305
306;2806140960;306;306
307;407003168;307;307
308;3393142816;308;308
309;1111506976;309;309
310;2118139936;310;310
311;3862970400;311;311
312;574701600;312;312
313;1581269024;313;313
314;3275903008;314;314
315;3661643808;315;315
316;1916813344;316;316
317;373375008;317;317
318;910180384;318;318
319;3594469408;319;319
320;2453618720;320;320
321;3024052256;321;321
322;3829358624;322;322
323;3896598560;323;323
324;2789163040;324;324
325;3124707360;325;325
326;71458848;326;326
327;3628032032;327;327
328;3225378848;328;328
329;3997188128;329;329
330;2722054176;330;330
331;138567712;331;331
332;1715486752;332;332
333;1245724704;333;333
334;3695140896;334;334
335;3158269984;335;335
336;1178615840;336;336
337;3057598496;337;337
338;3930079264;338;338
339;239157280;339;339
340;1782595616;340;340
341;2000834592;341;341
342;4081143840;342;342
343;1916878880;343;343
344;1581334560;344;344
345;3678490656;345;345
346;1648377888;346;346
347;2923380768;347;347
348;2856402976;348;348
